CLKs     PC       IR           PCerr  Werr      LED          RegW  RDin         MemW  MDin
0357     0060     00139902     00     00000     22222211     1     02222221     0     00000000
0358     0064     02709825     00     00000     22222211     1     22222221     0     00000000
0359     0068     00132021     00     00000     22222211     1     22222221     0     00000000
035a     006c     20020022     00     00000     22222211     1     00000022     0     00000000
035b     0070     0000000c     00     00000     22222211     0     00000000     0     00000000
035c     0074     01094022     00     00000     22222221     1     00000001     0     00000000
035d     0078     1500fff9     00     00000     22222221     0     00000000     0     00000000
035e     0060     00139902     00     00000     22222221     1     02222222     0     00000000
035f     0064     02709825     00     00000     22222221     1     22222222     0     00000000
0360     0068     00132021     00     00000     22222221     1     22222222     0     00000000
0361     006c     20020022     00     00000     22222221     1     00000022     0     00000000
0362     0070     0000000c     00     00000     22222221     0     00000000     0     00000000
0363     0074     01094022     00     00000     22222222     1     00000000     0     00000000
0364     0078     1500fff9     00     00000     22222222     0     00000000     0     00000000
0365     007c     00108702     00     00000     22222222     1     00000002     0     00000000
0366     0080     02c9b022     00     00000     22222222     1     00000007     0     00000000
0367     0084     12c00001     00     00000     22222222     0     00000000     0     00000000
0368     0088     08000c07     00     00000     22222222     0     00000000     0     00000000
0369     301c     26100001     00     00000     22222222     1     00000003     0     00000000
036a     3020     3210000f     00     00000     22222222     1     00000003     0     00000000
036b     3024     20080008     00     00000     22222222     1     00000008     0     00000000
036c     3028     20090001     00     00000     22222222     1     00000001     0     00000000
036d     302c     00139900     00     00000     22222222     1     22222220     0     00000000
036e     3030     02709825     00     00000     22222222     1     22222223     0     00000000
036f     3034     00132020     00     00000     22222222     1     22222223     0     00000000
0370     3038     20020022     00     00000     22222222     1     00000022     0     00000000
0371     303c     0000000c     00     00000     22222222     0     00000000     0     00000000
0372     3040     01094022     00     00000     22222223     1     00000007     0     00000000
0373     3044     1500fff9     00     00000     22222223     0     00000000     0     00000000
0374     302c     00139900     00     00000     22222223     1     22222230     0     00000000
0375     3030     02709825     00     00000     22222223     1     22222233     0     00000000
0376     3034     00132020     00     00000     22222223     1     22222233     0     00000000
0377     3038     20020022     00     00000     22222223     1     00000022     0     00000000
0378     303c     0000000c     00     00000     22222223     0     00000000     0     00000000
0379     3040     01094022     00     00000     22222233     1     00000006     0     00000000
037a     3044     1500fff9     00     00000     22222233     0     00000000     0     00000000
037b     302c     00139900     00     00000     22222233     1     22222330     0     00000000
037c     3030     02709825     00     00000     22222233     1     22222333     0     00000000
037d     3034     00132020     00     00000     22222233     1     22222333     0     00000000
037e     3038     20020022     00     00000     22222233     1     00000022     0     00000000
037f     303c     0000000c     00     00000     22222233     0     00000000     0     00000000
0380     3040     01094022     00     00000     22222333     1     00000005     0     00000000
0381     3044     1500fff9     00     00000     22222333     0     00000000     0     00000000
0382     302c     00139900     00     00000     22222333     1     22223330     0     00000000
0383     3030     02709825     00     00000     22222333     1     22223333     0     00000000
0384     3034     00132020     00     00000     22222333     1     22223333     0     00000000
0385     3038     20020022     00     00000     22222333     1     00000022     0     00000000
0386     303c     0000000c     00     00000     22222333     0     00000000     0     00000000
0387     3040     01094022     00     00000     22223333     1     00000004     0     00000000
0388     3044     1500fff9     00     00000     22223333     0     00000000     0     00000000
0389     302c     00139900     00     00000     22223333     1     22233330     0     00000000
038a     3030     02709825     00     00000     22223333     1     22233333     0     00000000
038b     3034     00132020     00     00000     22223333     1     22233333     0     00000000
038c     3038     20020022     00     00000     22223333     1     00000022     0     00000000
038d     303c     0000000c     00     00000     22223333     0     00000000     0     00000000
038e     3040     01094022     00     00000     22233333     1     00000003     0     00000000
038f     3044     1500fff9     00     00000     22233333     0     00000000     0     00000000
0390     302c     00139900     00     00000     22233333     1     22333330     0     00000000
0391     3030     02709825     00     00000     22233333     1     22333333     0     00000000
0392     3034     00132020     00     00000     22233333     1     22333333     0     00000000
0393     3038     20020022     00     00000     22233333     1     00000022     0     00000000
0394     303c     0000000c     00     00000     22233333     0     00000000     0     00000000
0395     3040     01094022     00     00000     22333333     1     00000002     0     00000000
0396     3044     1500fff9     00     00000     22333333     0     00000000     0     00000000
0397     302c     00139900     00     00000     22333333     1     23333330     0     00000000
0398     3030     02709825     00     00000     22333333     1     23333333     0     00000000
0399     3034     00132020     00     00000     22333333     1     23333333     0     00000000
039a     3038     20020022     00     00000     22333333     1     00000022     0     00000000
039b     303c     0000000c     00     00000     22333333     0     00000000     0     00000000
039c     3040     01094022     00     00000     23333333     1     00000001     0     00000000
039d     3044     1500fff9     00     00000     23333333     0     00000000     0     00000000
039e     302c     00139900     00     00000     23333333     1     33333330     0     00000000
039f     3030     02709825     00     00000     23333333     1     33333333     0     00000000
03a0     3034     00132020     00     00000     23333333     1     33333333     0     00000000
03a1     3038     20020022     00     00000     23333333     1     00000022     0     00000000
03a2     303c     0000000c     00     00000     23333333     0     00000000     0     00000000
03a3     3040     01094022     00     00000     33333333     1     00000000     0     00000000
03a4     3044     1500fff9     00     00000     33333333     0     00000000     0     00000000
03a5     3048     22100001     00     00000     33333333     1     00000004     0     00000000
03a6     304c     2018000f     00     00000     33333333     1     0000000f     0     00000000
03a7     3050     02188024     00     00000     33333333     1     00000004     0     00000000
03a8     3054     00108700     00     00000     33333333     1     40000000     0     00000000
03a9     3058     20080008     00     00000     33333333     1     00000008     0     00000000
03aa     305c     20090001     00     00000     33333333     1     00000001     0     00000000
03ab     3060     00139902     00     00000     33333333     1     03333333     0     00000000
03ac     3064     02709825     00     00000     33333333     1     43333333     0     00000000
03ad     3068     00132021     00     00000     33333333     1     43333333     0     00000000
03ae     306c     20020022     00     00000     33333333     1     00000022     0     00000000
03af     3070     0000000c     00     00000     33333333     0     00000000     0     00000000
03b0     3074     01094022     00     00000     43333333     1     00000007     0     00000000
03b1     3078     1500fff9     00     00000     43333333     0     00000000     0     00000000
03b2     3060     00139902     00     00000     43333333     1     04333333     0     00000000
03b3     3064     02709825     00     00000     43333333     1     44333333     0     00000000
03b4     3068     00132021     00     00000     43333333     1     44333333     0     00000000
03b5     306c     20020022     00     00000     43333333     1     00000022     0     00000000
03b6     3070     0000000c     00     00000     43333333     0     00000000     0     00000000
03b7     3074     01094022     00     00000     44333333     1     00000006     0     00000000
03b8     3078     1500fff9     00     00000     44333333     0     00000000     0     00000000
03b9     3060     00139902     00     00000     44333333     1     04433333     0     00000000
03ba     3064     02709825     00     00000     44333333     1     44433333     0     00000000
03bb     3068     00132021     00     00000     44333333     1     44433333     0     00000000
03bc     306c     20020022     00     00000     44333333     1     00000022     0     00000000
03bd     3070     0000000c     00     00000     44333333     0     00000000     0     00000000
03be     3074     01094022     00     00000     44433333     1     00000005     0     00000000
03bf     3078     1500fff9     00     00000     44433333     0     00000000     0     00000000
03c0     3060     00139902     00     00000     44433333     1     04443333     0     00000000
03c1     3064     02709825     00     00000     44433333     1     44443333     0     00000000
03c2     3068     00132021     00     00000     44433333     1     44443333     0     00000000
03c3     306c     20020022     00     00000     44433333     1     00000022     0     00000000
03c4     3070     0000000c     00     00000     44433333     0     00000000     0     00000000
03c5     3074     01094022     00     00000     44443333     1     00000004     0     00000000
03c6     3078     1500fff9     00     00000     44443333     0     00000000     0     00000000
03c7     3060     00139902     00     00000     44443333     1     04444333     0     00000000
03c8     3064     02709825     00     00000     44443333     1     44444333     0     00000000
03c9     3068     00132021     00     00000     44443333     1     44444333     0     00000000
03ca     306c     20020022     00     00000     44443333     1     00000022     0     00000000
03cb     3070     0000000c     00     00000     44443333     0     00000000     0     00000000
03cc     3074     01094022     00     00000     44444333     1     00000003     0     00000000
03cd     3078     1500fff9     00     00000     44444333     0     00000000     0     00000000
03ce     3060     00139902     00     00000     44444333     1     04444433     0     00000000
03cf     3064     02709825     00     00000     44444333     1     44444433     0     00000000
03d0     3068     00132021     00     00000     44444333     1     44444433     0     00000000
03d1     306c     20020022     00     00000     44444333     1     00000022     0     00000000
03d2     3070     0000000c     00     00000     44444333     0     00000000     0     00000000
03d3     3074     01094022     00     00000     44444433     1     00000002     0     00000000
03d4     3078     1500fff9     00     00000     44444433     0     00000000     0     00000000
03d5     3060     00139902     00     00000     44444433     1     04444443     0     00000000
03d6     3064     02709825     00     00000     44444433     1     44444443     0     00000000
03d7     3068     00132021     00     00000     44444433     1     44444443     0     00000000
03d8     306c     20020022     00     00000     44444433     1     00000022     0     00000000
03d9     3070     0000000c     00     00000     44444433     0     00000000     0     00000000
03da     3074     01094022     00     00000     44444443     1     00000001     0     00000000
03db     3078     1500fff9     00     00000     44444443     0     00000000     0     00000000
03dc     3060     00139902     00     00000     44444443     1     04444444     0     00000000
03dd     3064     02709825     00     00000     44444443     1     44444444     0     00000000
03de     3068     00132021     00     00000     44444443     1     44444444     0     00000000
03df     306c     20020022     00     00000     44444443     1     00000022     0     00000000
03e0     3070     0000000c     00     00000     44444443     0     00000000     0     00000000
03e1     3074     01094022     00     00000     44444444     1     00000000     0     00000000
03e2     3078     1500fff9     00     00000     44444444     0     00000000     0     00000000
03e3     307c     00108702     00     00000     44444444     1     00000004     0     00000000
03e4     3080     02c9b022     00     00000     44444444     1     00000006     0     00000000
03e5     3084     12c00001     00     00000     44444444     0     00000000     0     00000000
03e6     3088     08000c07     00     00000     44444444     0     00000000     0     00000000
03e7     301c     26100001     00     00000     44444444     1     00000005     0     00000000
03e8     3020     3210000f     00     00000     44444444     1     00000005     0     00000000
